n04019541,n04447861,n03379051,n02834397,n03249569
n03000134,n03457902,n04238763,n03065424,n04005630
n03891251,n04404412,n02797295,n04040759,n03782006
n03871628,n03598930,n06596364,n02786058,n04116512
n04131690,n01440764,n03775071,n03775546,n03776460
n01770393,n03532672,n02417914,n01985128,n02457408
n04550184,n03485794,n03630383,n04209239,n04200800
n02114548,n02120079,n02134084,n02111889,n02104029
n02790996,n03255030,n01440764,n03775546,n03776460
n02326432,n02325366,n01440764,n03775546,n03776460
n03344393,n01440764,n03776460,n03777568,n03777754
n12985857,n13040303,n12998815,n01514668,n13044778
n01675722,n01644900,n01689811,n01692333,n01644373
n01753488,n01756291,n01440764,n03776460,n03777568
n02112137,n02112018,n02111889,n02129165,n02094258
n04398044,n03950228,n03814906,n04522168,n03443371
n02013706,n02028035,n03775546,n03776460,n03777568
n04162706,n03769881,n03770679,n03775546,n03776460
n04069434,n03908714,n03976467,n04009552,n03075370
n03630383,n04479046,n04317175,n04350905,n04532106
n04238763,n04355338,n04118776,n03388183,n04116512
n01644900,n01641577,n01644373,n01667114,n01630670
n03770439,n03680355,n03124043,n03404251,n03047690
n04229816,n03000684,n02807133,n03379051,n03724870
n09193705,n09468604,n09399592,n09472597,n02108000
n02788148,n04515003,n03452741,n04258138,n03775546
n04462240,n03249569,n04179913,n03476991,n02791270
n03775546,n04263257,n07930864,n04398044,n04553703
n04462240,n06596364,n02978881,n03871628,n02871525
n02090721,n02092002,n01440764,n03776460,n03777568
n03388183,n02783161,n04116512,n03775546,n03776460
n04252077,n02860847,n01440764,n03775546,n03776460
n03042490,n09246464,n03775071,n03775546,n03776460
n01843065,n01833805,n01440764,n03775071,n03775546
n02111129,n02108551,n01440764,n03776460,n03777568
n01616318,n01829413,n01518878,n01440764,n03775071
n04409515,n04039381,n01440764,n03775546,n03776460
n10148035,n03450230,n04136333,n03617480,n03866082
n01677366,n01687978,n01693334,n01682714,n01688243
n02655020,n02319095,n02321529,n03804744,n12768682
n02107683,n02107908,n02107574,n02108000,n02106166
n02105162,n02106662,n02099849,n01440764,n03776460
n03888257,n02782093,n03775546,n03776460,n03777568
n01871265,n02504013,n02133161,n02099712,n02097130
n03424325,n03868863,n01819313,n10565667,n03759954
n04069434,n03657121,n03976467,n04485082,n02979186
n01773157,n01773797,n01774384,n01770081,n04275548
n03792782,n03127747,n02835271,n02788148,n04509417
n03792782,n02835271,n04509417,n03837869,n03127747
n01560419,n01592084,n01582220,n01580077,n01534433
n07742313,n02219486,n07753113,n07718472,n07753275
n13054560,n01978287,n07734744,n07697313,n02776631
n02981792,n04483307,n04612504,n04273569,n04147183
n03916031,n02840245,n07248320,n03690938,n04116512
n03623198,n04254777,n02786058,n03710637,n04599235
n03769881,n04146614,n04335435,n03895866,n03617480
n11879895,n01440764,n03775071,n03775546,n03776460
n01675722,n01440764,n03775546,n03776460,n03777568
n02097130,n02106382,n02105251,n02097209,n02110627
n04423845,n01440764,n03775071,n03775546,n03776460
n04557648,n02909870,n04133789,n04560804,n04423845
n02690373,n04592741,n04552348,n04266014,n02701002
n01968897,n03065424,n04597913,n01768244,n02776631
n07718747,n07730033,n02206856,n01440764,n03775546
n02992529,n04372370,n04074963,n03666591,n04041544
n07753275,n01440764,n03775546,n03776460,n03777568
n07745940,n12998815,n07753275,n07734744,n07754684
n02108422,n02110958,n02109047,n02108089,n02097130
n02804414,n03125729,n03775071,n03775546,n03776460
n02342885,n02443484,n02364673,n02441942,n02442845
n03379051,n03649909,n09835506,n04192698,n02799071
n02457408,n01622779,n02490219,n02493509,n01833805
n02437312,n02132136,n01440764,n03775546,n03776460
n04476259,n03871628,n04505470,n03666591,n04033901
n02091032,n02091134,n02091244,n02093428,n02113978
n02002556,n02012849,n02002724,n02006656,n09332890
n03666591,n03775546,n03776460,n03777568,n03777754
n03717622,n02892201,n03223299,n04120489,n01440764
n07831146,n07716906,n07711569,n07880968,n07871810
n03208938,n03492542,n04153751,n02974003,n02999410
n02840245,n04548362,n03642806,n03832673,n02978881
n03891332,n06874185,n03902125,n02747177,n03710193
n04589890,n02264363,n03347037,n01693334,n01682714
n03887697,n02123045,n02127052,n02123394,n02123159
n03838899,n02804610,n03372029,n04141076,n03110669
n04344873,n04336792,n04476259,n04404412,n04200800
n02113023,n02113186,n02088364,n02110806,n02095314
n02009912,n02006656,n02280649,n02012849,n02009229
n02823750,n04476259,n07579787,n07614500,n04376876
n04252077,n02860847,n03218198,n09193705,n04228054
n02396427,n02395406,n02447366,n02137549,n03775546
n02109961,n02111889,n02111500,n02106030,n04462240
n02279972,n02276258,n02277742,n02280649,n02281406
n01843383,n01829413,n01818515,n12057211,n01440764
n02749479,n03763968,n04090263,n02916936,n04008634
n02704792,n04560804,n04553703,n04557648,n04209239
n02971356,n03127925,n04040759,n03347037,n02840245
n01773797,n01773157,n04275548,n01773549,n01775062
n02033041,n01797886,n01807496,n01798484,n02027492
n02100583,n02087394,n02108089,n02108422,n02093256
n02259212,n02169497,n02256656,n01980166,n01990800
n03445777,n09229709,n01910747,n04275548,n02894605
n02088632,n02088364,n02089867,n02088238,n02089973
n02093754,n02096051,n02088466,n02091635,n02095570
n02342885,n07860988,n02412080,n02095570,n03775546
n02088632,n02088238,n02088364,n02089078,n02089867
n01494475,n02640242,n01491361,n01873310,n04606251
n03888605,n03535780,n03961711,n02777292,n01440764
n03179701,n03201208,n04239074,n04590129,n02870880
n02092339,n02093647,n02100735,n02099849,n01440764
n07579787,n07614500,n07584110,n07745940,n07693725
n02190166,n02256656,n02268443,n02233338,n02174001
n02096051,n02095570,n02093991,n02095314,n02113624
n04023962,n01440764,n03775071,n03775546,n03776460
n02490219,n02484975,n02493509,n02493793,n02492035
n03980874,n03045698,n03534580,n03866082,n02869837
n02870880,n03388549,n04550184,n03290653,n03131574
n01807496,n01797886,n01806567,n01798484,n01440764
n02090721,n02093647,n02092002,n02093991,n02093754
n02011460,n02119022,n02114855,n07802026,n01440764
n02033041,n02013706,n02028035,n02027492,n03777754
n01514668,n01514859,n09472597,n03788365,n03788195
n02098286,n02085936,n02094114,n02096437,n02096177
n02687172,n04552348,n04008634,n03773504,n04347754
n02013706,n01440764,n03775546,n03776460,n03777568
n03028079,n04523525,n02699494,n03854065,n03781244
n07718747,n07760859,n07714571,n07730033,n01440764
n02361337,n02138441,n01440764,n03776460,n03777568
n12144580,n13133613,n07720875,n07716358,n07754684
n04005630,n02788148,n03042490,n03781244,n04523525
n04509417,n02835271,n03785016,n03792782,n04482393
n07613480,n07614500,n07745940,n01440764,n03775071
n01622779,n01796340,n01614925,n01806567,n01795545
n03131574,n03125729,n02804414,n04033995,n04040759
n01631663,n01630670,n01443537,n02317335,n01440764
n02701002,n03977966,n01440764,n03773504,n03775071
n03014705,n03482405,n02971356,n03125729,n01440764
n02607072,n09256479,n02606052,n04399382,n01910747
n01560419,n01580077,n01558993,n01806567,n03776460
n03075370,n03874599,n03197337,n04328186,n03424325
n09193705,n02110063,n04228054,n04252077,n04208210
n02099849,n02092339,n02093428,n02099712,n02108915
n03000134,n04604644,n04326547,n03930313,n03530642
n02480495,n02480855,n02481823,n02492660,n02493509
n02965783,n02910353,n03584829,n04162706,n04542943
n07802026,n02793495,n03496892,n03028079,n06359193
n01749939,n01729977,n01739381,n01740131,n03781244
n03956157,n03220513,n01440764,n03775546,n03776460
n01955084,n01768244,n01440764,n03775546,n03776460
n03445777,n03530642,n01440764,n03775546,n03776460
n01981276,n01978287,n01978455,n02395406,n02486410
n02087394,n02108422,n02105162,n02108089,n02111129
n02088238,n02102177,n02088364,n02101388,n02110806
n03000134,n03598930,n03958227,n06794110,n04604644
n02009912,n09332890,n01855672,n02012849,n09421951
n02823428,n02823750,n02948072,n04357314,n03476991
n04266014,n03773504,n04008634,n02950826,n04552348
n04485082,n03249569,n03916031,n04069434,n02676566
n04044716,n04258138,n03126707,n04266014,n03773504
n07760859,n07718747,n07714571,n07715103,n12267677
n04041544,n02951585,n04330267,n04442312,n04111531
n07716906,n07717556,n07717410,n07718472,n07716358
n01664065,n01665541,n01943899,n01440764,n03775546
n04404412,n03782006,n03584254,n04152593,n06359193
n01580077,n01440764,n03775071,n03775546,n03776460
n02132136,n01440764,n03775546,n03776460,n03777568
n02317335,n01687978,n01665541,n09421951,n03627232
n09332890,n09468604,n02859443,n02951358,n09256479
n03637318,n04590129,n04550184,n03742115,n04418357
n04487081,n04335435,n03769881,n03977966,n03417042
n03838899,n02804610,n03372029,n04141076,n03110669
n01981276,n01978287,n01978455,n01985128,n01983481
n03899768,n03457902,n03697007,n04204347,n03000134
n02840245,n03710193,n03127925,n04265275,n04428191
n03207743,n02776631,n04325704,n04599235,n03980874
n02106166,n02105412,n02133161,n02108000,n02107908
n07873807,n07717410,n07875152,n07717556,n07716906
n04039381,n04254680,n04409515,n04540053,n02799071
n03388549,n04344873,n03775546,n03776460,n03777568
n03977966,n02701002,n03769881,n03796401,n04467665
n03384352,n03775546,n03776460,n03777568,n03777754
n02114367,n02114855,n02114548,n02412080,n02114712
n07695742,n07693725,n02776631,n07684084,n03065424
n02105412,n02087046,n02107312,n02107142,n02110806
n04532106,n02730930,n04591157,n03866082,n03630383
n01729322,n01737021,n01740131,n01744401,n01728920
n02066245,n04606251,n02071294,n01484850,n03388043
n03938244,n03709823,n03871628,n02916936,n04326547
n03240683,n03126707,n04266014,n04044716,n03776460
n07880968,n07583066,n07697313,n07714571,n07760859
n03179701,n02870880,n04344873,n03691459,n03642806
n02086646,n02102318,n02100735,n02086079,n02101556
n01990800,n01632777,n03530642,n01630670,n01697457
n02793495,n03028079,n04604644,n09193705,n02859443
n02281406,n02280649,n02281787,n02277742,n01440764
n02443114,n02443484,n03877472,n02441942,n04162706
n03208938,n02974003,n02999410,n03584829,n02110341
n02106550,n02104365,n02099712,n02108551,n02093256
n03180011,n03179701,n04152593,n03782006,n03902125
n04141327,n03658185,n03837869,n03903868,n04522168
n02480855,n02480495,n02492660,n02481823,n02486261
n01756291,n02321529,n01753488,n01729322,n09421951
n01751748,n02526121,n02321529,n09256479,n01496331
n04357314,n03724870,n02948072,n03958227,n03868863
n03424325,n03868863,n03000684,n03724870,n10565667
n02807133,n03498962,n04376876,n02526121,n03045698
n01855032,n02028035,n02037110,n01847000,n02058221
n02843684,n01614925,n03457902,n03782006,n04311004
n03980874,n03485794,n04599235,n01440764,n03775071
n02107683,n02107574,n02107908,n02108000,n02088238
n04487081,n04335435,n03895866,n03272562,n03769881
n07745940,n07768694,n12620546,n12998815,n01978455
n02090721,n02092002,n02106382,n02097130,n02088094
n02110958,n02108422,n02108915,n02099712,n02093428
n03787032,n03617480,n02669723,n10148035,n04532106
n03188531,n02808304,n02804414,n02869837,n04229816
n02105641,n02095570,n02090622,n02095314,n02093647
n02692877,n02690373,n04592741,n03773504,n04008634
n07871810,n02727426,n03530642,n04111531,n03400231
n01582220,n01560419,n01806567,n01580077,n01601694
n02326432,n02325366,n01798484,n01440764,n03776460
n03599486,n04482393,n04259630,n03785016,n03891332
n02790996,n04023962,n03992509,n03255030,n03481172
n07760859,n07718747,n12267677,n07715103,n01440764
n02110063,n02109961,n02110185,n02114367,n02091467
n02099712,n02099849,n02087394,n02090379,n02100583
n01773797,n01773549,n04275548,n01773157,n03776460
n03930313,n02980441,n04532670,n04604644,n03028079
n02687172,n04552348,n04008634,n02690373,n04592741
n02098105,n04399382,n02104029,n02094114,n02105505
n02454379,n01440764,n03775071,n03775546,n03776460
n03680355,n04120489,n04200800,n03124043,n04133789
n03791053,n03785016,n01440764,n03775071,n03775546
n02279972,n02276258,n02281406,n02277742,n01440764
n04209239,n03535780,n03127925,n04371774,n03125729
n01677366,n01693334,n01694178,n01695060,n01682714
n01682714,n01693334,n01694178,n01677366,n01644373
n01601694,n02027492,n02025239,n01440764,n03775546
n02483708,n02480855,n02483362,n02492660,n02493793
n07718747,n07836838,n07614500,n01955084,n02776631
n03529860,n04344873,n04404412,n04590129,n03290653
n02483362,n03000134,n02480495,n02486261,n02497673
n07717556,n07717410,n01440764,n03775546,n03776460
n13054560,n07734744,n07693725,n12998815,n07753113
n02699494,n04523525,n03028079,n03781244,n03877845
n03160309,n09246464,n02894605,n03388043,n03776460
n02123597,n02120079,n02096177,n02097298,n02119789
n04507155,n03873416,n02909870,n04208210,n03970156
n01669191,n01667778,n01667114,n01440764,n03777568
n01753488,n01756291,n01755581,n01729322,n01740131
n02606052,n02607072,n09256479,n04251144,n02526121
n04049303,n02795169,n02939185,n03991062,n03764736
n03478589,n04389033,n01440764,n03775546,n03776460
n02259212,n02190166,n02169497,n02281787,n01773157
n06785654,n02840245,n03871628,n06596364,n03598930
n02115913,n02129165,n02117135,n02130308,n02356798
n04311174,n03249569,n01440764,n03776460,n03777568
n03891332,n01440764,n03775546,n03776460,n03777568
n04443257,n02791270,n02871525,n04462240,n04081281
n01687978,n01630670,n01980166,n01631663,n01514668
n01742172,n07753592,n03627232,n01631663,n03485794
n02128925,n02128385,n02130308,n01692333,n02116738
n02526121,n01751748,n01924916,n01693334,n02317335
n03447721,n03017168,n01440764,n03775071,n03775546
n04239074,n03976657,n03355925,n03902125,n02791270
n03595614,n04370456,n03877472,n02963159,n03775071
n03710721,n03710637,n02807133,n04371430,n02837789
n02776631,n07753275,n07754684,n07693725,n12144580
n04153751,n03255030,n02966687,n02666196,n02790996
n01682714,n01689811,n01693334,n01687978,n01685808
n03642806,n04118776,n04209239,n04548280,n03938244
n03950228,n04254120,n03443371,n04522168,n03063599
n01819313,n01440764,n03775546,n03776460,n03777568
n02085620,n02107312,n02087046,n02091244,n02110806
n02113023,n02087046,n02113186,n02105412,n02110806
n03133878,n07590611,n07584110,n04263257,n04596742
n07873807,n07697537,n07693725,n07684084,n07768694
n03692522,n04579432,n03706229,n02951585,n04332243
n03028079,n04532670,n03743016,n03837869,n02980441
n03976467,n04041544,n04286575,n03759954,n04009552
n04326547,n04604644,n03804744,n03930313,n04435653
n02951358,n03873416,n03447447,n04273569,n02859443
n02279972,n02281406,n02276258,n02277742,n01440764
n03000247,n01440764,n03775071,n03775546,n03776460
n04355338,n03837869,n02892201,n03991062,n03388043
n09288635,n01440764,n03775071,n03775546,n03776460
n06359193,n03976467,n04525305,n03642806,n02667093
n03733805,n02815834,n03775546,n03776460,n03777568
n02111889,n02111500,n02114548,n02105505,n02110063
n13040303,n04355933,n02167151,n03127747,n04356056
n01985128,n01770393,n02226429,n02229544,n02236044
n02105056,n02099267,n02111277,n02104365,n02092002
n02783161,n01440764,n03775071,n03775546,n03776460
n03902125,n03187595,n04009552,n03425413,n04372370
n02643566,n09256479,n02319095,n01914609,n01984695
n04553703,n02977058,n04554684,n04367480,n04005630
n03787032,n02669723,n03763968,n03124170,n02883205
n02799071,n01440764,n03775071,n03775546,n03776460
n02361337,n02137549,n02346627,n02356798,n02363005
n03908714,n04254120,n03666591,n03637318,n03445777
n03240683,n03216828,n03976657,n04458633,n03126707
n02093256,n02093428,n02108089,n02110806,n02088364
n01847000,n01855032,n02058221,n02018207,n02037110
n01978455,n01978287,n01981276,n01440764,n03788195
n02091244,n02101388,n02089973,n02102177,n02089867
n03482405,n04204238,n03014705,n04476259,n03127925
n06874185,n03141823,n04367480,n04579432,n04228054
n02280649,n02281406,n02277742,n01440764,n03776460
n02129165,n02127052,n02123394,n02125311,n02128385
n02837789,n04136333,n04371430,n09468604,n09421951
n02480495,n02493509,n01440764,n03775071,n03775546
n02105162,n02091467,n02106662,n02114712,n01877812
n12144580,n13133613,n03773504,n03775071,n03775546
n03599486,n03785016,n03791053,n03617480,n04482393
n02066245,n02894605,n02077923,n01665541,n01440764
n02454379,n01440764,n03775071,n03775546,n03776460
n13054560,n07734744,n03498962,n02363005,n04208210
n03690938,n03476991,n04357314,n03916031,n04579145
n02389026,n02398521,n02403003,n02397096,n03967562
n02264363,n02268853,n02177972,n02259212,n04275548
n02966193,n01440764,n03775071,n03775546,n03776460
n02500267,n01882714,n01440764,n03775546,n03776460
n03976657,n03126707,n03538406,n03773504,n03393912
n01843065,n01833805,n01440764,n03775071,n03775546
n04254680,n03127747,n04254120,n04540053,n03775546
n04346328,n03781244,n01440764,n03775071,n03775546
n04380533,n03337140,n03793489,n03379051,n03179701
n02437312,n03000134,n04579432,n04254120,n09835506
n03207941,n01440764,n03776460,n03777568,n03777754
n04501370,n02807133,n04118776,n06874185,n03196217
n02085936,n02096437,n02102318,n02098413,n02095889
n03954731,n04099969,n03125729,n02786058,n03047690
n03857828,n03761084,n04152593,n04041544,n04125021
n02807133,n01943899,n04357314,n01978287,n04560804
n02443114,n02443484,n02441942,n02442845,n03775546
n02219486,n01775062,n01773549,n01773797,n04275548
n03670208,n03769881,n03594945,n03977966,n02701002
n07613480,n07614500,n04263257,n07584110,n07579787
n03110669,n04141076,n03394916,n04487394,n03838899
n01795545,n01514859,n01514668,n01616318,n03777568
