n03662601,n03873416,n02951358,n04273569,n02704792
n02319095,n01917289,n12267677,n01955084,n01986214
n02708093,n04548280,n03706229,n02794156,n01440764
n02408429,n02403003,n01704323,n02423022,n02113978
n04447861,n03825788,n04141975,n03887697,n03223299
n03271574,n03733281,n04258138,n04332243,n04039381
n02091635,n02095570,n02098105,n02097474,n02113624
n04136333,n04228054,n09246464,n04251144,n03888257
n01774384,n01773549,n02268443,n01773157,n02190166
n02106662,n01440764,n03775546,n03776460,n03777568
n02009912,n02002556,n02006656,n02012849,n03791053
n01558993,n01560419,n01534433,n01530575,n01806567
n02127052,n02138441,n02125311,n02120505,n01877812
n02843684,n02487347,n02488702,n03930313,n04417672
n02167151,n02172182,n02165105,n02174001,n02229544
n03345487,n03895866,n04065272,n04335435,n03776460
n02895154,n03146219,n03764736,n04192698,n03992509
n03976467,n03584254,n03494278,n04069434,n02988304
n02389026,n09835506,n01514668,n02799071,n04254680
n02422699,n02115913,n02091244,n02087394,n02110806
n03691459,n04069434,n04041544,n02979186,n02988304
n03032252,n03355925,n04296562,n04149813,n04081281
n07747607,n07749582,n02666196,n01440764,n03775071
n02097298,n02097130,n02097047,n02106382,n02105251
n04371430,n02837789,n03710721,n03710637,n02807133
n02012849,n02002556,n01518878,n03775546,n03776460
n03208938,n02974003,n01440764,n03775546,n03776460
n02107142,n02089078,n02107312,n02106550,n02105412
n04404412,n02808440,n04493381,n03642806,n03494278
n03461385,n03871628,n01981276,n03937543,n07718472
n03888257,n02692877,n01440764,n03773504,n03775071
n02802426,n04540053,n04039381,n09835506,n04019541
n09193705,n09399592,n09468604,n04228054,n09472597
n07716906,n03871628,n07753592,n04204238,n07749582
n03345487,n04461696,n03594945,n02701002,n03930630
n02088094,n02105641,n02105251,n02108551,n02113799
n03063689,n04560804,n02747177,n02909870,n02939185
n03661043,n04081281,n02791270,n04443257,n04200800
n02363005,n01737021,n02444819,n01873310,n02442845
n02256656,n02190166,n02206856,n02229544,n01985128
n02445715,n02447366,n02488702,n02486410,n02500267
n02783161,n03388183,n03041632,n04008634,n04141327
n03201208,n04590129,n04548280,n04380533,n03637318
n02894605,n09421951,n09428293,n09399592,n09332890
n02410509,n02403003,n02408429,n02396427,n03775071
n04507155,n03938244,n04033995,n03026506,n02963159
n03903868,n03788195,n04090263,n02708093,n04310018
n02110063,n02109961,n02106030,n02110185,n02106166
n03724870,n03720891,n02807133,n06874185,n02786058
n07697537,n07880968,n02747177,n04008634,n04507155
n04141975,n02791124,n03124043,n02951585,n03297495
n02481823,n02487347,n02484975,n02483708,n02486410
n02112137,n02106662,n02094258,n02115641,n02093428
n02804610,n04487394,n03110669,n03838899,n02672831
n13040303,n07734744,n13054560,n13044778,n12985857
n04462240,n02871525,n03461385,n04443257,n03089624
n02787622,n02749479,n04090263,n04311174,n03000684
n02177972,n02169497,n02172182,n02167151,n02168699
n04409515,n02099601,n02088364,n02102318,n02099712
n01917289,n09256479,n02321529,n01496331,n02655020
n03424325,n03724870,n02841315,n03187595,n03868863
n04317175,n03476991,n04536866,n02802426,n04357314
n02808440,n02860847,n04592741,n03930313,n03160309
n04392985,n02979186,n04004767,n02988304,n03777754
n04501370,n04239074,n02791270,n02667093,n04200800
n01847000,n01582220,n01855672,n01806143,n01580077
n01784675,n01685808,n01751748,n01728572,n02233338
n02093991,n02115913,n01883070,n02094258,n02094114
n03457902,n03776460,n04604644,n04613696,n03160309
n04596742,n03476991,n04317175,n03720891,n04311174
n03825788,n02808304,n03887697,n02834397,n03188531
n03271574,n03961711,n04380533,n06596364,n04317175
n02509815,n02112018,n03476684,n03908714,n02443114
n03782006,n03793489,n04152593,n03180011,n03832673
n02690373,n02071294,n04592741,n04552348,n04266014
n03983396,n04557648,n04591713,n02823428,n02815834
n02927161,n04081281,n03461385,n04462240,n04243546
n03014705,n03908618,n04548362,n02971356,n03710193
n04254777,n04235860,n03908618,n04026417,n02808304
n02110958,n02096585,n02088364,n02109047,n02108915
n03776460,n03670208,n03895866,n03459775,n02692877
n02124075,n02104365,n03124170,n02939185,n04131690
n04335435,n04487081,n03895866,n03272562,n02701002
n03127747,n03424325,n02769748,n03868863,n02814533
n03942813,n03877472,n02808440,n02948072,n04493381
n03085013,n04505470,n04264628,n04591713,n04542943
n02442845,n02441942,n02100236,n02444819,n01986214
n02916936,n02895154,n03146219,n03763968,n03623198
n01737021,n01687978,n01677366,n01630670,n01695060
n04141076,n03527444,n02749479,n04090263,n04336792
n02097298,n02106382,n02097130,n02094258,n02097209
n04589890,n04209239,n04201297,n04332243,n01775062
n02607072,n09256479,n01950731,n01914609,n02606052
n02948072,n04456115,n03729826,n03666591,n03775546
n04270147,n04200800,n03642806,n02791124,n03630383
n02100735,n02102318,n02101556,n02101388,n02091831
n02974003,n04554684,n03208938,n03841143,n02708093
n03000134,n02128757,n02480495,n02123159,n02493793
n03763968,n03538406,n03733131,n02950826,n04507155
n01855032,n02037110,n01855672,n01847000,n02058221
n04235860,n03047690,n04133789,n04355933,n03680355
n02361337,n02093991,n02098105,n02113624,n02094114
n04435653,n04458633,n04326547,n03065424,n03743016
n04273569,n02951358,n03873416,n03216828,n04606251
n03794056,n02860847,n04330267,n03777754,n03444034
n01930112,n04286575,n09229709,n06874185,n03196217
n01748264,n02526121,n02655020,n01740131,n04229816
n02441942,n02443484,n02443114,n02442845,n01883070
n04200800,n03661043,n02927161,n04443257,n04204238
n04590129,n04201297,n04589890,n02788148,n04239074
n03443371,n07930864,n03063599,n03950228,n04522168
n02791124,n02791270,n03742115,n04254120,n04200800
n03706229,n04332243,n02794156,n03786901,n03208938
n03673027,n01440764,n03775546,n03776460,n03777568
n04162706,n01774750,n07753275,n04493381,n04270147
n04409515,n04033901,n12768682,n03476684,n02906734
n01484850,n01498041,n02077923,n01491361,n02071294
n01675722,n01632458,n01667778,n01692333,n01740131
n04372370,n04330267,n04125021,n03291819,n02978881
n04116512,n04579432,n02783161,n04376876,n03476684
n02106166,n02105855,n02106030,n02086910,n02110063
n01739381,n01729977,n01749939,n01843065,n01828970
n04238763,n04118776,n03085013,n03494278,n04141327
n04209239,n04550184,n04350905,n02667093,n03594734
n03958227,n03461385,n04336792,n04235860,n03792972
n02692877,n02791124,n04347754,n04553703,n03400231
n02097474,n02095889,n02097209,n02098413,n02097047
n01855032,n01847000,n02018207,n02037110,n01855672
n02747177,n02909870,n03733281,n02727426,n04049303
n04456115,n03970156,n03876231,n03216828,n04147183
n04296562,n03249569,n04200800,n04443257,n04487394
n04238763,n04118776,n03494278,n03388183,n03777754
n02268443,n02268853,n02219486,n02177972,n02190166
n02794156,n03706229,n04548280,n02708093,n04286575
n02105505,n02095889,n02105641,n02098286,n02111500
n01914609,n02607072,n01950731,n09256479,n12985857
n03899768,n03467068,n03874293,n03933933,n02859443
n02676566,n03272010,n04376876,n03876231,n03666591
n02099601,n02104029,n02099712,n02088364,n02093428
n02097130,n02106382,n02097298,n02105251,n02097209
n04004767,n02977058,n02979186,n03337140,n03924679
n04590129,n04239074,n04501370,n04265275,n04589890
n01945685,n02454379,n01748264,n01728920,n02799071
n03895866,n04366367,n02788148,n04005630,n03933933
n04332243,n03133878,n03259280,n03775546,n02939185
n03773504,n03417042,n04552348,n04266014,n04008634
n01739381,n12057211,n01693334,n01682714,n13133613
n01774384,n02167151,n02219486,n01773157,n01773549
n04228054,n09421951,n02894605,n03873416,n04019541
n02110958,n01440764,n03775071,n03775546,n03776460
n03393912,n04149813,n04443257,n04200800,n04548362
n03868242,n02403003,n02417914,n01440764,n03775546
n04409515,n03445777,n02877765,n03958227,n01440764
n03337140,n04070727,n03207941,n03742115,n03924679
n02483362,n02488702,n02483708,n02493793,n02493509
n02106166,n02106030,n02105855,n02086910,n02113186
n04070727,n04376876,n03676483,n03690938,n03958227
n02120505,n02114367,n02114712,n02114855,n02115913
n03743016,n03903868,n04044716,n04458633,n02814860
n03201208,n03452741,n04515003,n03376595,n03697007
n02730930,n03207941,n03709823,n04517823,n03770439
n02804414,n03125729,n07860988,n02808304,n04597913
n04487081,n03895866,n03769881,n04335435,n03345487
n01945685,n01944390,n02321529,n01924916,n12768682
n02606052,n01950731,n02607072,n01440764,n03773504
n03388043,n02859443,n03933933,n03160309,n04005630
n02870880,n02871525,n03661043,n03899768,n04099969
n02804610,n03794056,n03729826,n03759954,n04141076
n04235860,n02110185,n03958227,n03680355,n02769748
n03937543,n04357314,n03314780,n03843555,n02795169
n03877472,n03630383,n04557648,n03476991,n02883205
n03444034,n02951358,n02704792,n03873416,n09421951
n03775546,n04493381,n04263257,n02909870,n04332243
n07615774,n03026506,n02786058,n04548362,n04507155
n03337140,n03902125,n02977058,n04125021,n03742115
n02108422,n02108089,n02109047,n02093428,n02110958
n04235860,n04033995,n04344873,n04525038,n02123597
n04208210,n03481172,n04523525,n03532672,n03697007
n02445715,n02134418,n02500267,n02441942,n02106166
n04554684,n04330267,n03825788,n03133878,n04372370
n03032252,n03467068,n03661043,n04081281,n02871525
n02110958,n02116738,n02098413,n02093754,n02086079
n03786901,n02909870,n03692522,n03843555,n03733805
n04019541,n02877765,n04118538,n02823428,n03937543
n04147183,n04612504,n03947888,n04008634,n02843684
n03742115,n04254120,n03887697,n03063689,n03666591
n03400231,n03259280,n04596742,n02939185,n03133878
n02125311,n02115913,n02127052,n02114712,n02129165
n02410509,n02111277,n02112137,n02444819,n02480855
n01775062,n01773549,n01774750,n01774384,n02168699
n03770679,n03459775,n04285008,n02814533,n03100240
n02110185,n02110063,n02109961,n02106166,n02106030
n03272010,n02966687,n04270147,n04517823,n02787622
n03223299,n04597913,n03530642,n04423845,n03729826
n01883070,n01877812,n02325366,n02137549,n02124075
n07714990,n01704323,n07715103,n02963159,n03775071
n02112350,n02091467,n02112137,n02096177,n02112018
n02437616,n02108915,n02085620,n04409515,n03803284
n03662601,n03775071,n03775546,n03776460,n03777568
n02074367,n01491361,n02077923,n01498041,n02526121
n03770679,n03670208,n02814533,n03769881,n04461696
n03297495,n03425413,n02966687,n03062245,n04442312
n07831146,n04476259,n04192698,n04259630,n07875152
n04584207,n02869837,n03124170,n04259630,n03026506
n03920288,n04286575,n03733805,n02794156,n02795169
n07875152,n13052670,n07860988,n13037406,n07693725
n03337140,n03924679,n03016953,n04070727,n03742115
n02788148,n04005630,n03457902,n04239074,n04201297
n03345487,n04613696,n03902125,n02747177,n04525305
n02113186,n02113023,n02110185,n02109961,n02110063
n04026417,n04476259,n03485794,n04258138,n03709823
n02992529,n03485407,n04074963,n03584254,n03793489
n04479046,n02916936,n04370456,n02667093,n03763968
n03417042,n04467665,n03796401,n03445924,n03710193
n06596364,n04371430,n03871628,n03942813,n04462240
n02927161,n03461385,n03089624,n03775546,n03776460
n03992509,n01440764,n03775071,n03775546,n03776460
n02814860,n03976657,n03903868,n04347754,n03773504
n04141076,n03146219,n03763968,n03388043,n02749479
n02909870,n07930864,n07590611,n04476259,n04423845
n02090622,n02088094,n02112706,n02112018,n02096051
n02231487,n04275548,n02236044,n07730033,n02280649
n02102318,n02113712,n02113799,n02098105,n02113624
n02667093,n02730930,n04370456,n04525038,n03595614
n02492660,n02493793,n07754684,n04275548,n02488702
n02132136,n02133161,n02112137,n02093428,n02107908
n03787032,n02669723,n02804610,n03623198,n03838899
n02488291,n02486261,n02489166,n02123597,n02484975
n04004767,n04009552,n03924679,n03670208,n04179913
n02108089,n02088364,n02100877,n02090379,n02088238
n02776631,n03461385,n04591713,n03089624,n07590611
n03661043,n02871525,n02870880,n02791270,n03018349
n02786058,n02666196,n03131574,n02992529,n03825788
n02391049,n02129604,n01798484,n01440764,n03776460
n04606251,n04251144,n09399592,n02321529,n09246464
n02099429,n02104365,n02105056,n02099712,n02099267
n01776313,n01773549,n01775062,n02177972,n02259212
n03443371,n03825788,n04522168,n03920288,n04254120
n02109047,n02102040,n02106166,n02091134,n02107574
n02317335,n09428293,n03627232,n01665541,n01664065
n04612504,n04147183,n03662601,n02981792,n04273569
n03483316,n03584829,n04476259,n03793489,n03908618
n03956157,n09428293,n03933933,n02793495,n04532670
n02051845,n02002556,n01616318,n01847000,n01855672
n04200800,n03935335,n03047690,n04560804,n02860847
n03388043,n03933933,n09835506,n02817516,n04039381
n03445924,n02704792,n03649909,n04389033,n03763968
n01748264,n02138441,n03776460,n03777568,n03777754
n02017213,n01795545,n01806143,n01616318,n02018207
n03450230,n03534580,n10148035,n03866082,n03388043
n02910353,n04141076,n02841315,n02676566,n04069434
n04070727,n03742115,n02776631,n03089624,n04462240
n02992211,n04536866,n03272010,n02749479,n03838899
n03404251,n02100735,n02105505,n02093647,n02095570
n02423022,n01877812,n02422699,n02437616,n02326432
n02167151,n01980166,n01978455,n01665541,n02172182
n07873807,n07871810,n07579787,n07711569,n07590611
n04548362,n02910353,n02840245,n04404412,n02977058
n03379051,n09835506,n03127747,n02807133,n03724870
n04435653,n03804744,n03250847,n01728572,n03481172
n04146614,n04252225,n04067472,n06874185,n02704792
n01795545,n02012849,n02018795,n01806567,n01807496
n03089624,n01983481,n07892512,n03443371,n07590611
n04152593,n03179701,n03782006,n03642806,n03832673
n03259280,n04049303,n04507155,n03124170,n04350905
n03447447,n03216828,n02859443,n03662601,n02951358
n04252225,n04461696,n03417042,n04467665,n03930630
n03770439,n04456115,n03124170,n03124043,n09229709
n13037406,n13052670,n12985857,n01440764,n03787032
n01748264,n01735189,n01737021,n01729322,n01728920
n04550184,n03337140,n03016953,n03018349,n03742115
n03018349,n02870880,n03742115,n03290653,n03895866
n01943899,n07860988,n07717556,n07753592,n04579145
n03595614,n03877472,n07615774,n03617480,n04254680
n07860988,n07875152,n07880968,n01496331,n07711569
n03063689,n03297495,n07930864,n03764736,n04560804
n04479046,n03450230,n03404251,n03630383,n03866082
n03482405,n04458633,n04049303,n03843555,n02747177
n03482405,n06596364,n04243546,n04443257,n02870880
n02909870,n02342885,n04399382,n02093754,n02094114
n02091831,n02108000,n02107574,n02092339,n02087394
n03485407,n02992529,n04041544,n03642806,n04074963
n09399592,n09246464,n09472597,n09428293,n09468604
n04141327,n03658185,n02786058,n03954731,n02910353
n03598930,n04380533,n04033995,n06596364,n07248320
n02099267,n02099429,n02099712,n02092339,n02093647
n04208210,n04049303,n04254777,n02795169,n03623198
n03793489,n02786058,n03085013,n04152593,n04074963
n02256656,n02190166,n01795545,n01532829,n04404412
n03967562,n04428191,n03868242,n02422699,n02423022
n04141076,n03110669,n03838899,n03394916,n02804610
n02980441,n03743016,n03781244,n03877845,n04435653
n03868863,n03127747,n03379051,n04229816,n02841315
n03868242,n02437616,n02403003,n02105412,n02437312
n02094433,n02097658,n02097047,n02097209,n02098286
n02701002,n03769881,n03977966,n03770679,n03895866
n03259280,n03133878,n04330267,n04542943,n03843555
n02834397,n02730930,n02892767,n03775071,n03877472
n02786058,n04033995,n03887697,n04254777,n03775071
n07695742,n04476259,n07697537,n07836838,n02776631
n02096585,n02108915,n02086646,n02108089,n02085782
n09256479,n01917289,n02607072,n02606052,n02643566
n02091032,n02093428,n02091134,n02109047,n02113978
n03457902,n04005630,n02788148,n04523525,n04204347
n02111277,n02105056,n02088094,n02100877,n02105251
n01873310,n02640242,n02398521,n02444819,n02363005
n02114855,n02130308,n02127052,n01601694,n01797886
n03404251,n04584207,n02088094,n02097474,n02105251
n01774384,n02165105,n01770081,n01773549,n01773157
n03977966,n03769881,n03770679,n03796401,n02701002
n02980441,n02814860,n03160309,n04579145,n04033995
n01748264,n02441942,n02486261,n02137549,n02422699
n03920288,n02909870,n04286575,n03793489,n03127747
n01770081,n02165105,n02168699,n02233338,n02219486
n03891332,n02841315,n03623198,n03424325,n03692522
n03196217,n04372370,n02910353,n02966687,n04074963
n02782093,n03888257,n09428293,n02692877,n02690373
n02510455,n01440764,n03775071,n03775546,n03776460
n03535780,n03976657,n03888605,n04371774,n03017168
n03786901,n01930112,n03775546,n04263257,n04332243
n02790996,n03255030,n04153751,n02950826,n04067472
n03146219,n02895154,n03443371,n01440764,n03776460
n01601694,n01806567,n01530575,n01945685,n02655020
n03379051,n04118538,n02802426,n09835506,n03623198
n04033901,n02948072,n03188531,n15075141,n03887697
n02749479,n02790996,n04005630,n04090263,n03372029
n03259280,n02939185,n04596742,n04311174,n02927161
n01560419,n01833805,n01824575,n01582220,n01580077
n03201208,n03376595,n04344873,n03452741,n02791124
n12768682,n02177972,n07718747,n02264363,n02281406
n02134418,n02504013,n01871265,n02481823,n02133161
n03388043,n02894605,n03160309,n02980441,n04389033
n02231487,n01770081,n02268853,n02236044,n02219486
n04118538,n03134739,n04254680,n02799071,n03623198
n03775071,n03980874,n02869837,n04599235,n04229816
n02509815,n01440764,n03775071,n03775546,n03776460
n04263257,n07920052,n07695742,n07875152,n04597913
n02325366,n02326432,n01877812,n03775546,n03776460
n06596364,n02791270,n04370456,n07248320,n04456115
n04418357,n04429376,n03032252,n03388549,n02699494
