n01985128,n01984695,n01983481,n01978455,n01986214
n03110669,n04487394,n03394916,n04141076,n02966193
n04090263,n03804744,n03372029,n02002556,n02002724
n04141327,n03476684,n03109150,n03658185,n02951585
n11939491,n01440764,n03775071,n03775546,n03776460
n02098413,n02097474,n02105641,n02085936,n02105251
n04557648,n04049303,n04254120,n03924679,n03887697
n07754684,n07749582,n07742313,n07747607,n12267677
n01632777,n12144580,n13133613,n07753113,n07734744
n03742115,n04152593,n03782006,n03179701,n03529860
n04149813,n03598930,n03983396,n03782006,n03461385
n02481823,n02484975,n02483708,n02493793,n02133161
n03947888,n04147183,n03216828,n03095699,n03673027
n01534433,n01532829,n01530575,n01608432,n01560419
n03461385,n07753275,n07753592,n03457902,n02807133
n02834397,n03485794,n04476259,n03938244,n04209239
n04209239,n03124043,n03992509,n03920288,n03916031
n04209239,n04523525,n04040759,n04005630,n03467068
n03584254,n02992529,n03485407,n04074963,n03196217
n02233338,n01980166,n01985128,n01986214,n01978455
n03930313,n03876231,n03854065,n04604644,n04270147
n04336792,n01981276,n02910353,n03000684,n03372029
n03884397,n04127249,n03961711,n04201297,n04501370
n01601694,n01534433,n02018207,n01795545,n01582220
n04560804,n03950228,n07930864,n03775546,n03063599
n02514041,n01440764,n02536864,n02640242,n02641379
n03417042,n04252225,n03126707,n04461696,n04465501
n02776631,n04270147,n07614500,n07697537,n07613480
n01873310,n04023962,n02977058,n02786058,n04557648
n03344393,n04483307,n02981792,n04273569,n02859443
n02088632,n02107908,n02412080,n02089867,n02108000
n02105162,n02106662,n02105412,n02087394,n02090379
n02108551,n02106166,n01440764,n03776460,n03777568
n01744401,n01729322,n01740131,n01742172,n01728920
n02483362,n02483708,n02134418,n02488291,n02493509
n02104365,n03223299,n03887697,n02112350,n02106166
n02909870,n03062245,n02815834,n03733805,n04355933
n03584829,n03492542,n03777754,n03187595,n03976467
n03496892,n04467665,n03794056,n04204347,n04461696
n02087394,n02115641,n02105162,n02099712,n02088466
n03476684,n04548280,n03804744,n02883205,n03729826
n07718472,n07716358,n01945685,n03991062,n07714571
n01641577,n01644900,n01644373,n02655020,n01675722
n04149813,n03871628,n06596364,n03461385,n04443257
n02843684,n03527444,n03954731,n03840681,n04026417
n04357314,n04557648,n03690938,n02909870,n02823750
n04259630,n03124170,n02869837,n02489166,n07734744
n03874599,n04004767,n03291819,n04179913,n04554684
n04423845,n03759954,n04133789,n03794056,n03483316
n03249569,n02747177,n02909870,n04560804,n04447861
n04111531,n01677366,n01943899,n01986214,n03743016
n02939185,n02795169,n02909870,n03146219,n03764736
n04149813,n03355925,n06874185,n04008634,n04041544
n02114712,n02115913,n02119022,n02115641,n02119789
n03384352,n02930766,n02704792,n04252225,n03417042
n03841143,n02860847,n04141975,n03770679,n03425413
n02837789,n04371430,n02892767,n03710637,n04136333
n03995372,n02749479,n04372370,n04067472,n04428191
n02361337,n02132136,n09468604,n09193705,n09246464
n02100236,n02101388,n02088632,n02089867,n02099849
n01728920,n01740131,n01749939,n01729322,n01729977
n03594945,n03770679,n02974003,n02701002,n03478589
n02229544,n02268443,n02226429,n01985128,n01784675
n07875152,n03063599,n07930864,n04263257,n03133878
n02834397,n03476684,n03188531,n02877765,n03223299
n02108551,n02111277,n02106166,n02106030,n02102318
n01531178,n01530575,n01828970,n01560419,n01558993
n04367480,n03485794,n04033901,n03476684,n03627232
n02106382,n02097474,n02105641,n02105251,n02090721
n03584254,n02992529,n02988304,n04074963,n03692522
n04009552,n04004767,n02988304,n03529860,n03691459
n04141076,n03272010,n03249569,n03838899,n04487394
n03876231,n04589890,n02906734,n02992211,n02319095
n02012849,n01855672,n02018795,n02009229,n02002556
n02786058,n03871628,n06794110,n03223299,n03958227
n01608432,n01614925,n01622779,n01514859,n02490219
n02206856,n02219486,n02190166,n02280649,n02281787
n01631663,n02165456,n01532829,n02219486,n01945685
n03100240,n03930630,n03777568,n04461696,n04285008
n04133789,n03047690,n03680355,n03314780,n04259630
n03180011,n03782006,n03832673,n03642806,n03793489
n03538406,n04192698,n03146219,n03127747,n03868242
n02782093,n02692877,n03888257,n03944341,n03355925
n03595614,n02667093,n04525038,n03045698,n04591157
n09472597,n09332890,n09399592,n02894605,n09428293
n07749582,n07747607,n03134739,n07716906,n07753592
n04044716,n04562935,n04258138,n02692877,n04254680
n03095699,n03662601,n03933933,n03216828,n03344393
n02096177,n02105251,n02098105,n02097658,n02097209
n01728920,n01734418,n03065424,n01740131,n01729322
n03868242,n03538406,n02403003,n02089973,n04462240
n01806143,n02437616,n02098105,n02113799,n01514859
n02088238,n02088364,n02088632,n02088466,n02107574
n04501370,n02871525,n04005630,n02747177,n03661043
n09229709,n03271574,n03207941,n03032252,n02708093
n04423845,n04131690,n01440764,n03775546,n03776460
n02117135,n02397096,n02114712,n02113978,n02396427
n02105056,n02134418,n02133161,n02104365,n02132136
n02090379,n02087394,n02100877,n02107312,n02108089
n02264363,n02177972,n02219486,n01776313,n01990800
n02101006,n02106550,n02089078,n02088632,n02107142
n04515003,n03494278,n04344873,n03891251,n03961711
n02870880,n03661043,n02871525,n06596364,n03775546
n04548280,n02877765,n03187595,n02708093,n04019541
n04465501,n03930630,n04461696,n04285008,n04428191
n02980441,n03028079,n02793495,n03877845,n03781244
n02268853,n02268443,n04317175,n03000134,n02879718
n15075141,n03908714,n03874599,n04127249,n07930864
n01877812,n02125311,n02127052,n02497673,n02325366
n02699494,n03028079,n04523525,n03854065,n04429376
n12985857,n07714990,n07714571,n09256479,n01914609
n02454379,n01688243,n02356798,n01677366,n01742172
n04326547,n03743016,n03763968,n07760859,n04435653
n02102040,n02109525,n02106166,n02107574,n02096585
n01560419,n01828970,n01531178,n01558993,n01532829
n02109047,n02093428,n02108422,n02091134,n02108089
n04509417,n04336792,n04456115,n03599486,n03141823
n02687172,n04347754,n02066245,n02641379,n02536864
n02094433,n02086240,n02098413,n02096294,n02110627
n03452741,n04111531,n06874185,n04501370,n04330267
n02804610,n03146219,n02895154,n03929855,n02817516
n03255030,n02807133,n04371430,n02790996,n04200800
n04065272,n03769881,n03895866,n02701002,n03776460
n02481823,n02483708,n02480855,n02483362,n02484975
n04090263,n02749479,n04336792,n02879718,n03452741
n03208938,n03187595,n03602883,n02841315,n02988304
n02096437,n02113624,n02113712,n02102318,n02113799
n01494475,n01498041,n02317335,n09256479,n01491361
n02174001,n01986214,n02169497,n03868863,n01978455
n04525305,n02747177,n04070727,n03127925,n03425413
n04039381,n03942813,n04409515,n04296562,n07615774
n03956157,n02966193,n03788195,n04008634,n01704323
n13037406,n13052670,n13044778,n12985857,n07734744
n02494079,n02493509,n02500267,n02493793,n02484975
n04258138,n03496892,n04099969,n04204347,n03967562
n04208210,n04099969,n03388549,n04201297,n03131574
n01843383,n02056570,n01829413,n01847000,n02058221
n02786058,n01728920,n01739381,n02837789,n01728572
n02791124,n04330267,n04179913,n03297495,n03063689
n02325366,n02326432,n02277742,n01440764,n03776460
n02445715,n02364673,n02096294,n02442845,n02105855
n09256479,n02319095,n03325584,n02643566,n01914609
n03874293,n03873416,n04208210,n04367480,n04204347
n01748264,n03482405,n04259630,n03124170,n04204238
n01629819,n01632458,n01630670,n01440764,n03775546
n04366367,n09468604,n04417672,n09428293,n04604644
n04372370,n03761084,n04265275,n02979186,n04392985
n02974003,n03271574,n03065424,n03697007,n03207941
n03160309,n02859443,n09332890,n04501370,n02747177
n02096585,n02113186,n02108089,n02093256,n02102040
n01614925,n02009912,n01819313,n01608432,n02006656
n02017213,n01440764,n03775546,n03776460,n03777568
n03929660,n03271574,n02988304,n04317175,n03777754
n04591157,n04277352,n04254777,n04033901,n03775071
n02106030,n02105855,n02109961,n02110063,n02106166
n04465501,n03496892,n04428191,n03967562,n03649909
n07753275,n04270147,n04332243,n03400231,n07716358
n03249569,n04355933,n03720891,n04118538,n02807133
n01514668,n01514859,n01440764,n03775546,n03776460
n10148035,n03787032,n02883205,n02669723,n04350905
n02397096,n02113978,n02396427,n02395406,n02093428
n07697313,n07583066,n07875152,n07693725,n07717410
n03538406,n03868242,n04428191,n03697007,n02797295
n03887697,n02963159,n15075141,n03485794,n02808304
n06596364,n03602883,n07248320,n04458633,n02667093
n01855032,n02071294,n02017213,n02066245,n02037110
n03908618,n03777754,n04476259,n04357314,n03196217
n02086910,n02105855,n02086646,n02107683,n02085782
n03970156,n04317175,n04597913,n07615774,n03207941
n02104365,n02105056,n02105412,n02097298,n02091467
n03445777,n02782093,n03956157,n04562935,n04254680
n02011460,n01440764,n03775546,n03776460,n03777568
n07695742,n02950826,n01632458,n03495258,n01630670
n04344873,n03131574,n03125729,n04033995,n02804414
n01669191,n01667778,n01667114,n02454379,n01748264
n02437312,n02091032,n02092339,n02110958,n02099712
n01534433,n01580077,n01537544,n01530575,n01582220
n02097474,n02086240,n02098413,n02097047,n02094433
n02701002,n03977966,n03769881,n04065272,n03770679
n03208938,n03271574,n03929660,n02999410,n03379051
n03676483,n04116512,n03255030,n04270147,n07615774
n04371430,n03188531,n04235860,n04591157,n02786058
n01755581,n01729322,n01740131,n01734418,n01756291
n02108915,n02110958,n02096585,n02093256,n02108089
n01756291,n01753488,n01729322,n01755581,n01644900
n02100877,n02088094,n02101006,n02102480,n02437616
n03063689,n04596742,n04399382,n03633091,n02790996
n03662601,n03775071,n03775546,n03776460,n03777568
n01980166,n01978455,n01986214,n01770393,n02172182
n07579787,n07590611,n04263257,n03775546,n03633091
n03085013,n04505470,n04264628,n03793489,n02823428
n06596364,n03026506,n03598930,n02730930,n03944341
n02396427,n02395406,n02133161,n01877812,n02397096
n02102040,n02106166,n02097474,n02102318,n02113186
n03794056,n04476259,n04179913,n03544143,n04560804
n04409515,n03942813,n07749582,n03720891,n03134739
n02281406,n02281787,n02277742,n02280649,n01440764
n01440764,n04482393,n03535780,n03710721,n02777292
n01945685,n01665541,n01687978,n02066245,n03804744
n03992509,n03483316,n03876231,n04317175,n03642806
n01978287,n01981276,n01983481,n04596742,n01984695
n02119022,n02119789,n02114712,n02120505,n01440764
n02169497,n02264363,n02190166,n02177972,n02167151
n03991062,n04049303,n02909870,n03764736,n04522168
n04465501,n03594945,n04467665,n04461696,n03777568
n07613480,n07614500,n03876231,n04131690,n07932039
n01990800,n01768244,n03876231,n04522168,n03775071
n01534433,n01530575,n01592084,n01560419,n03792782
n03769881,n03770679,n02814533,n03977966,n03796401
n09288635,n09421951,n09428293,n09332890,n03764736
n03188531,n03825788,n03788365,n04033995,n03868863
n01917289,n01496331,n09256479,n02319095,n03223299
n02807133,n09835506,n03124170,n04356056,n02802426
n02110627,n02105251,n02106382,n02097298,n02112706
n03146219,n04398044,n03063689,n02895154,n03062245
n02113978,n02085620,n02087046,n02091032,n02108915
n02095889,n02134084,n02093647,n02098286,n02098105
n03775071,n04599235,n03207743,n01756291,n01748264
n03259280,n02939185,n03764736,n04596742,n07590611
n02111277,n02108551,n02106382,n02113799,n02105056
n02794156,n02708093,n04328186,n04141975,n03733805
n04131690,n03706229,n02794156,n02877765,n04542943
n04254680,n03724870,n03793489,n15075141,n02843684
n03661043,n02871525,n04081281,n03899768,n02870880
n03599486,n02950826,n04482393,n03538406,n02835271
n02091467,n02454379,n02097209,n02106662,n02097298
n02033041,n02028035,n02027492,n02006656,n02025239
n02071294,n02807133,n02077923,n04251144,n02909870
n02786058,n04023962,n07860988,n03188531,n03690938
n09288635,n04310018,n09472597,n02950826,n03776460
n03709823,n03777754,n04355933,n04026417,n02769748
n02489166,n02487347,n02488291,n02486261,n02490219
n03673027,n03874293,n03095699,n02687172,n03344393
n01828970,n01829413,n01818515,n01843383,n03627232
n02667093,n03045698,n03866082,n10148035,n04532106
n03764736,n04049303,n02795169,n03000684,n02747177
n03530642,n01924916,n07693725,n01734418,n04423845
n02708093,n04548280,n03706229,n04328186,n04141975
n02319095,n01914609,n12768682,n01986214,n01917289
n02395406,n02443484,n02091244,n02085620,n02443114
n04592741,n04552348,n01582220,n01843383,n03773504
n04447861,n04554684,n04553703,n03761084,n03742115
n02098413,n02085936,n02086240,n02097474,n02086079
n03916031,n03690938,n04254120,n04357314,n03476991
n04485082,n04069434,n03657121,n03255030,n02841315
n07716358,n01665541,n07718472,n01664065,n03255030
n03982430,n03337140,n03179701,n03661043,n03014705
n04525038,n02910353,n03709823,n03938244,n02769748
n02100735,n02100236,n02102040,n02110185,n02497673
n01748264,n01608432,n01744401,n03680355,n03777568
n02988304,n02979186,n04392985,n04041544,n03976467
n02666196,n12144580,n03089624,n03461385,n13133613
n03272562,n03895866,n04335435,n03393912,n03776460
n03388043,n04398044,n03950228,n07695742,n03124170
n07613480,n07860988,n07614500,n07693725,n03775546
n02276258,n02277742,n02281787,n01440764,n03776460
n07836838,n07871810,n07693725,n07614500,n07579787
n02097474,n02097130,n02110627,n02102318,n02106382
n02999410,n03874599,n07695742,n01440764,n03775546
n03459775,n04037443,n04285008,n03345487,n04461696
n01614925,n01829413,n01608432,n01843383,n02509815
n04033901,n04277352,n03887697,n04127249,n04317175
n03944341,n04548280,n02730930,n02883205,n03929660
n02655020,n02526121,n03000247,n01917289,n03530642
n01582220,n01616318,n02058221,n02025239,n01855672
n03874599,n03075370,n04553703,n04254120,n02910353
n03776460,n03594945,n03796401,n04065272,n03496892
n04252225,n04252077,n02704792,n02860847,n03218198
n07892512,n02892767,n04522168,n03724870,n04599235
n03223299,n03717622,n01689811,n01737021,n01677366
n04465501,n04208210,n04482393,n02797295,n03141823
n02110627,n02097474,n02106382,n02097130,n02105251
n04209239,n04418357,n03874599,n03838899,n03372029
n03223299,n04590129,n04209239,n03127925,n03998194
n02487347,n02486410,n02484975,n02488291,n02493793
n03042490,n09246464,n04523525,n07860988,n01692333
n03100240,n04285008,n03930630,n02814533,n02974003
n07711569,n07875152,n07871810,n07860988,n07614500
n07753592,n04523525,n04040759,n03891332,n03954731
n02484975,n02494079,n02493793,n02492035,n02486261
n09229709,n04509417,n03791053,n03467068,n02672831
n02948072,n04116512,n03666591,n04023962,n03908714
n04462240,n06596364,n03871628,n04033995,n02840245
n04557648,n03724870,n03207941,n03935335,n03271574
n02123394,n02112350,n02123045,n02127052,n02123597
n02002724,n02037110,n02002556,n01440764,n03775546
n02167151,n01776313,n02174001,n02233338,n01990800
n01871265,n02504013,n02504458,n02408429,n02397096
n02002556,n02012849,n01582220,n09332890,n01616318
n03770439,n10148035,n03325584,n02963159,n04325704
n04428191,n03697007,n03868242,n03496892,n04465501
n01608432,n02051845,n01616318,n02002724,n01824575
n03764736,n04398044,n04560804,n04579145,n03133878
n02093754,n02098105,n02105162,n02093991,n02108089
n12267677,n07742313,n07749582,n07753113,n02219486
n01986214,n01677366,n01641577,n01665541,n01695060
n02963159,n04599235,n04254777,n03775071,n04325704
n02777292,n04507155,n04509417,n03888257,n04540053
n02104365,n02105056,n02097298,n02133161,n02106166
n03467068,n04366367,n03933933,n02788148,n04562935
n01629819,n01740131,n01950731,n01632458,n01630670
n02443484,n02443114,n02342885,n02441942,n02364673
n02088238,n02088364,n02089867,n02102177,n02089973
n02412080,n02415577,n02437616,n02091032,n02423022
n03874599,n03532672,n02951585,n03014705,n03709823
n04162706,n04356056,n04355933,n03763968,n03814639
n04486054,n03781244,n02825657,n03877845,n04523525
n02692877,n02782093,n03888257,n04286575,n04044716
n03530642,n02727426,n07754684,n11939491,n02206856
n02492660,n02843684,n02500267,n02133161,n03017168
n04273569,n03873416,n02704792,n03662601,n02951358
n03733131,n02879718,n04371774,n01440764,n03775071
n03544143,n03937543,n03443371,n02841315,n03992509
n02104365,n02105056,n02105412,n02108915,n02091467
n02110185,n02110063,n02109961,n02106166,n02106030
n03447447,n03873416,n02951358,n03791053,n03662601
n01872401,n02346627,n01440764,n03775546,n03776460
n03933933,n03891251,n04604644,n04296562,n03697007
n02116738,n02133161,n02114712,n01877812,n02106662
n01688243,n01644373,n01687978,n01694178,n01677366
n04275548,n02128385,n02500267,n02493793,n01677366
n04335435,n03452741,n02788148,n06874185,n02871525
n02509815,n02443114,n02441942,n02137549,n02119022
n12985857,n13052670,n07734744,n13040303,n02219486
n01829413,n01616318,n02101006,n01514859,n02017213
n02093647,n02095314,n02102040,n02100735,n02090622
n01751748,n02526121,n02321529,n02317335,n01494475
n02105251,n02097474,n02098105,n02091635,n02090721
n03216828,n04606251,n09332890,n02687172,n04347754
n03529860,n03290653,n03179701,n03337140,n04404412
n02690373,n04552348,n04592741,n04266014,n04008634
n03617480,n04120489,n04254680,n04049303,n03763968
n09229709,n04591713,n07892512,n03944341,n01843383
n01910747,n03888257,n01440764,n03775071,n03775546
n02006656,n02007558,n01855672,n02012849,n01860187
n03445924,n03873416,n04208210,n03376595,n04311174
n02906734,n03876231,n07734744,n02843684,n03891251
n04099969,n03376595,n03125729,n03495258,n03961711
n02099712,n02099601,n02088364,n02093428,n02099849
n01773157,n02226429,n01773797,n02236044,n02165456
